scena,mean_est_rho11,mean_est_rho12,mean_est_rho22,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho22,rho12,bin_rho0,bin_rho01,ordinal_dist_type,gamma0,gamma1,mean_rank_icc,N,m,small_cluster,WH_DE_latent_icc,WH_DE_rank_icc,WH_DE_rho11_icc,WH,GEE_bin1,GEE_bin2,GEE_exch,GEE_indep,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_2,Empirical_adj_sandwich_K_2,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,marginal_lor_by_bridge,theta_R_bin,theta_R_bin2
117,0.0235199220244625,-0.01197667981974417,0.00948453484062328,-0.39779400783414887,0.01312240673581914,0.01309846004368015,10000,10000,0,0,2.9195,50,50,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,0.04203144704769656,2500,1250,no,0.7925961186728778,0.8382390140974123,0.9315507164280212,0.9992962295828428,0.9049943806987476,0.5021799323338637,0.9053511249641129,0.9992275612414184,0.9113,0.9106,0.9113,0.8966,0.8973,0.8933,0.8938,0.3951985022726012,0.39519850227260417,0.3951985022725744
118,0.00454498711799522,-0.00225549642688564,0.00172036512199971,-0.403077114981601,0.00368993830407787,0.00368734004320467,10000,10000,0,0,2.2536,50,100,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,0.01704625125222346,5000,2500,no,0.9999824097036571,0.999795091217122,0.9999987417171912,0.9999999788412276,0.9999935960501016,0.9652430735674048,0.9999967438229684,0.9999999731646632,1,1,1,1,1,1,1,0.40343268875270105,0.4034326887526974,0.4034326887526465
119,0.00949054468595143,-0.00492369582162818,0.00385573132389596,-0.40139885733220393,0.00448129103762439,0.00447314656438614,10000,10000,0,0,2.3597,50,100,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,0.0238223234442448,5000,2500,no,0.9995205278025622,0.9989289461506992,0.9999790996011834,0.9999999738372134,0.9999233223026136,0.9286756360860284,0.9999405728905284,0.9999999669892946,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.40138997846894753,0.4013899784689307,0.40138997846874336
120,0.02437212575512758,-0.01273039943890072,0.01012738593079182,-0.3967848711924508,0.00686973636341461,0.00685136969130255,10000,10000,0,0,2.6738,50,100,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,0.04203144704769656,5000,2500,no,0.9752975939371352,0.9863785810554568,0.9982238460062386,0.9999999506297116,0.996153277602912,0.793769747396631,0.9961873341229288,0.999999938644776,0.995,0.9949,0.995,0.994,0.9942,0.9938,0.9938,0.3951985022726012,0.39519850227260417,0.3951985022725744
121,-6.789129379527868e-5,9.389664981549962e-4,-0.00183678960657231,-0.4061369257502744,0.04221880620798408,0.04233799970056194,10000,10035,35,0.00348779272546088,5.537793310034948,50,10,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,0.01159767624879359,500,250,yes,0.3182164609383574,0.30492477254202105,0.3685879531561001,0.44111581216287266,0.35843017466330124,0.2201786702068964,0.35858842415269687,0.43481622155064154,0.3726,0.5451,0.545,0.3733,0.3726,0.3139,0.3129,0.40343268875270105,0.40343268875267735,0.40343268875277527
122,2.9022937250819506e-4,9.475063510989908e-4,-0.00179910404191042,-0.6958534582409857,0.04408112438583674,0.04440555927448368,10000,10052,52,0.00517309988062077,6.8289959118556185,50,10,0.6931471805599453,0.01,0.00481042870703862,9.232291251322792e-4,-0.00176322126783375,0.00481042870703862,0.00478911770083141,rare,1.7756718281037704,2.60223755094944,0.02354966859122223,500,250,yes,0.7198999250356417,0.561467170493192,0.7972723613920628,0.8723077937778992,0.7672855997619075,0.5135176119994374,0.7675755198312657,0.8523459235782821,0.7392,0.8632,0.863,0.7395,0.7392,0.6804,0.6777,0.6896727367230195,0.689672736722976,0.6896727367230275
123,0.0045372842052351,-5.825940164211034e-4,-0.00116572923661226,-0.4039388497124424,0.04895057647753668,0.04923238263095979,10000,10059,59,0.00586539417437121,6.62074812967581,50,10,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,0.01581039795142795,500,250,yes,0.2494204206765311,0.27288775536964005,0.31662929546764484,0.4374984265590771,0.30794155774949783,0.1929030952341371,0.30810616047361034,0.4313169853170601,0.3481,0.51,0.5087,0.347,0.3481,0.2944,0.2922,0.40138997846894753,0.40138997846885616,0.40138997846874025
124,0.00400330078934017,-6.638490231062653e-4,-9.524575645511556e-4,-0.6926146624121859,0.05085229104896234,0.05123396932730068,10000,10067,67,0.00665540876129929,6.329175813210936,50,10,0.6931471805599453,0.02,0.01018304690860213,0.00186541251377956,-0.00359176304786097,0.01018304690860213,0.01043385994020345,rare,1.782581379230855,2.613240272763193,0.02914346428498794,500,250,yes,0.5926817541921922,0.5086453093023618,0.7129730339492594,0.8690018792238516,0.6810828994921622,0.4340279221080579,0.6820655729028355,0.8490308326237954,0.6934,0.8256,0.8252,0.696,0.6934,0.6332,0.6313,0.6861807004279831,0.6861807004278229,0.6861807004276181
125,0.01514958885222157,-0.00461374091460773,0.00106221334407997,-0.4051420120351357,0.0671722240441129,0.06721757765556195,10000,10069,69,0.00685271625782103,6.87901456213844,50,10,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,0.03232473792927812,500,250,yes,0.1580488165133274,0.19665685676221503,0.2218232248832616,0.42656718493815854,0.21609831520513673,0.14022001485682858,0.22014913053867935,0.42073768855976046,0.2878,0.4452,0.4428,0.2892,0.2878,0.2386,0.2378,0.3951985022726012,0.395198502272591,0.395198502272577
126,0.01644070369588062,-0.00517269542799126,0.00151622775791624,-0.6884930950685676,0.0714604382253571,0.07162285051553738,10000,10118,118,0.0116623838703301,9.71180037777115,50,10,0.6931471805599453,0.05,0.02527241617407646,0.00481486153952798,-0.00926440701611223,0.02527241617407646,0.02512976106419199,rare,1.803972065020439,2.6472989537696536,0.04459610508656345,500,250,yes,0.3732777361849391,0.3987790151757592,0.5287360134156538,0.858622412715893,0.5001301374530328,0.3069315254542727,0.511468179762533,0.8386608984321866,0.5836,0.7383,0.7401,0.5808,0.5836,0.5156,0.5141,0.6755963019601953,0.6755963019601756,0.675596301960147
127,0.0018392926840462,-3.068450902295505e-4,-4.580007059956361e-4,-0.40426334680435305,0.02360608168719175,0.02367079132086557,10000,10021,21,0.00209559924159265,4.297951024487756,100,10,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,0.01159767624879359,1000,500,yes,0.444345212883693,0.41751847289822003,0.5533143880017473,0.7273774887749437,0.539491542538438,0.332890828851451,0.5403055545568399,0.7189534418713612,0.589,0.7432,0.7426,0.5904,0.589,0.5229,0.5234,0.40343268875270105,0.40343268875267735,0.40343268875277527
128,0.00592907515293694,-0.00174393416038405,2.0412208000197965e-4,-0.405265077233059,0.02966555319727455,0.02983922854207236,10000,10031,31,0.0030904196989333,4.75809029165002,100,10,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,0.01581039795142795,1000,500,yes,0.3155345751278492,0.35752826285139777,0.44295904361219407,0.7230458765170822,0.4311122024339737,0.26793493213950464,0.4358285656694125,0.7146949866852488,0.5296,0.6882,0.6871,0.5318,0.5296,0.4648,0.4625,0.40138997846894753,0.40138997846885616,0.40138997846874025
129,0.01774713289337234,-0.00609475413329329,0.00246339244067122,-0.40192603726792414,0.04734446974512003,0.04757008859969289,10000,10033,33,0.00328914581879796,4.931427429028389,100,10,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,0.03232473792927812,1000,500,yes,0.1764696150594714,0.23184691571699917,0.27148018279570146,0.7097145371445286,0.264251899484751,0.16805183992302258,0.28186998096711785,0.7015943412065183,0.3979,0.5665,0.5673,0.3991,0.3979,0.3424,0.3413,0.3951985022726012,0.395198502272591,0.395198502272577
130,0.00227697714363343,-3.865884013792413e-4,-5.108636385766008e-4,-0.4096016217182688,0.02566536297541918,0.02565840252601325,10000,10000,0,0,3.1306,50,20,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,0.01159767624879359,1000,500,yes,0.5569955639378701,0.5359307418798285,0.6320319824873273,0.7273774887749437,0.6175176730047458,0.3899883957196109,0.6177461989163198,0.7189534418713612,0.646,0.7237,0.7244,0.6468,0.646,0.6211,0.6225,0.40343268875270105,0.40343268875267735,0.40343268875277527
131,0.00279891899439299,-3.659773557034358e-4,-5.410918733143611e-4,-0.6959275096683198,0.02688961069846089,0.02689459924195908,10000,10001,1,9.999000099990002e-5,3.255174482551745,50,20,0.6931471805599453,0.01,0.00481042870703862,9.232291251322792e-4,-0.00176322126783375,0.00481042870703862,0.00478911770083141,rare,1.7756718281037704,2.60223755094944,0.02354966859122223,1000,500,yes,0.949047301009972,0.8486377660800724,0.9766136832554204,0.9923395014003074,0.9674179179367028,0.8050425004002635,0.9675155575851851,0.9890438849174394,0.9589,0.9741,0.975,0.9596,0.9589,0.9534,0.9534,0.6896727367230195,0.689672736722976,0.6896727367230275
132,0.00704373361228792,-0.00218198254655576,5.089625403013918e-4,-0.4006522379308527,0.02994796842912876,0.02987463676553163,10000,10000,0,0,3.1951,50,20,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,0.01581039795142795,1000,500,yes,0.4425094788090205,0.4830555338669084,0.5545075937961763,0.7230458765170822,0.540757338109489,0.3392063575427833,0.5410199214282341,0.7146949866852488,0.5829,0.6605,0.6621,0.5826,0.5829,0.5569,0.5585,0.40138997846894753,0.40138997846885616,0.40138997846874025
133,0.00707102591336694,-0.00192984334083402,2.5679318768176196e-4,-0.6896755508789608,0.03102809879083604,0.03100612833849528,10000,10004,4,3.9984006397441024e-4,3.2196,50,20,0.6931471805599453,0.02,0.01018304690860213,0.00186541251377956,-0.00359176304786097,0.01018304690860213,0.01043385994020345,rare,1.782581379230855,2.613240272763193,0.02914346428498794,1000,500,yes,0.8735646559917953,0.8002439401864146,0.9459465486749556,0.9918582844040764,0.9302365556043408,0.7179973455963187,0.9307565562197496,0.988448165127738,0.9264,0.9495,0.9493,0.9259,0.9264,0.9184,0.9181,0.6861807004279831,0.6861807004278229,0.6861807004276181
134,0.01973545174056227,-0.00674168354027993,0.00277571279959612,-0.40046192615656534,0.04174776883683024,0.04149217607268497,10000,10005,5,4.997501249375312e-4,3.382061793820618,50,20,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,0.03232473792927812,1000,500,yes,0.27228436606550016,0.3462878515689224,0.39299752904091534,0.7097145371445286,0.3824952643603174,0.23744004893978313,0.38993428761903304,0.7015943412065183,0.469,0.5453,0.5467,0.4673,0.469,0.4442,0.4462,0.3951985022726012,0.395198502272591,0.395198502272577
135,0.0191637278788608,-0.00667231692502971,0.00279176460176073,-0.6886748718319863,0.04276975444387859,0.0423536094396527,10000,10006,6,5.996402158704777e-4,3.3812,50,20,0.6931471805599453,0.05,0.02527241617407646,0.00481486153952798,-0.00926440701611223,0.02527241617407646,0.02512976106419199,rare,1.803972065020439,2.6472989537696536,0.04459610508656345,1000,500,yes,0.6386271669893211,0.6733150175957228,0.8195886134326371,0.9902337384074876,0.7916916758489878,0.5391443403221885,0.8030324859435455,0.986463281067497,0.8425,0.8836,0.8839,0.8433,0.8425,0.8302,0.8293,0.6755963019601953,0.6755963019601756,0.675596301960147
136,0.00356497169465411,-0.00100348869950835,1.7496623939777496e-4,-0.4054808665058922,0.01460117757342923,0.0145747745686759,10000,10000,0,0,3.0502,100,20,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,0.01159767624879359,2000,1000,yes,0.7303620182042883,0.6975403874358839,0.8416843190485003,0.9524527113970476,0.829468488392134,0.5796435631500271,0.830202826342122,0.9486300437756912,0.8557,0.8979,0.8974,0.8558,0.8557,0.8412,0.8418,0.40343268875270105,0.40343268875267735,0.40343268875277527
137,0.00767049196140261,-0.00256264186265821,9.75639833789426e-4,-0.4046549979966031,0.01824243573519802,0.01820672361894718,10000,10000,0,0,3.1168,100,20,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,0.01581039795142795,2000,1000,yes,0.5527872148046783,0.6162137827493175,0.7287194877147621,0.9506041489876854,0.7144446229456577,0.4746227294075959,0.7201785120393613,0.9467275630231364,0.7849,0.8361,0.8376,0.7829,0.7849,0.766,0.7695,0.40138997846894753,0.40138997846885616,0.40138997846874025
138,0.02071374956321588,-0.00739553635671768,0.00350718055477106,-0.40104920097097985,0.02943851464630753,0.02935817208593299,10000,10001,1,9.999000099990002e-5,3.3904,100,20,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,0.03232473792927812,2000,1000,yes,0.30789569778091275,0.4111993264756062,0.4806658582336365,0.9446488534077476,0.4683081975889665,0.291682020782261,0.49817475229645114,0.9406142312514894,0.6074,0.677,0.6785,0.6065,0.6074,0.5849,0.5856,0.3951985022726012,0.395198502272591,0.395198502272577
139,0.00395420182840685,-0.00127644834502443,3.597324212091215e-4,-0.403017208979606,0.01150577796736045,0.01148562141019238,10000,10000,0,0,2.5087,50,50,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,0.01159767624879359,2500,1250,no,0.913979853339312,0.9000101741490062,0.9527609386066688,0.9820419199896208,0.9464886336211248,0.7571990932892618,0.9465916605369852,0.980092022692434,0.9459,0.946,0.9459,0.9375,0.9374,0.9354,0.9349,0.40343268875270105,0.40343268875267735,0.40343268875277527
140,0.00855690693650319,-0.00290284771995512,0.00121031701152242,-0.4054285097474218,0.01341540281631662,0.01337338833666515,10000,10000,0,0,2.5806,50,50,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,0.01581039795142795,2500,1250,no,0.8186844490171916,0.8581028145713234,0.9124057325263568,0.981114406200819,0.9033413114788784,0.6856024448134979,0.903520283145679,0.9791127342746624,0.9192,0.9202,0.9192,0.9061,0.9054,0.9031,0.9023,0.40138997846894753,0.40138997846885616,0.40138997846874025
141,0.02259375542234008,-0.00809052736776595,0.00400052043724029,-0.4006535467209475,0.01915749893894697,0.01905497045248271,10000,10000,0,0,2.7644,50,50,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,0.03232473792927812,2500,1250,no,0.5718042697654688,0.6963351547288682,0.7610575275410156,0.9780504830541564,0.7474079801935274,0.5036663822409472,0.7571293294155577,0.9758897613391492,0.8122,0.8126,0.8122,0.7917,0.7915,0.7857,0.7849,0.3951985022726012,0.395198502272591,0.395198502272577
142,0.00444839301030713,-0.00150604667917516,6.352448033936853e-4,-0.4043386748405252,0.0059920043387569,0.00598482013799749,10000,10000,0,0,2.2305,50,100,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,0.01159767624879359,5000,2500,no,0.9969578463695352,0.9956588055287956,0.9992552978683517,0.9999215338100672,0.9990031222648524,0.9639118717120037,0.9990076104172544,0.9998999840989156,0.9979,0.9979,0.9979,0.9976,0.9975,0.9974,0.9974,0.40343268875270105,0.40343268875267735,0.40343268875277527
143,0.0091635874440042,-0.00324029482839926,0.00152366890048747,-0.4020479078207078,0.00703532558371677,0.00701724337047496,10000,10000,0,0,2.3017,50,100,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,0.01581039795142795,5000,2500,no,0.9821043881676498,0.9900345605496704,0.9968248215500218,0.9999118546851208,0.9959931505257832,0.9326089969048412,0.9960106713802837,0.9998882435576816,0.9937,0.9941,0.9937,0.9928,0.9924,0.9924,0.9922,0.40138997846894753,0.40138997846885616,0.40138997846874025
144,0.02398438087886017,-0.00870594019717986,0.00438266436007284,-0.3961042949233046,0.01023395590292705,0.0102027347144389,10000,10000,0,0,2.5111,50,100,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,0.03232473792927812,5000,2500,no,0.8571886044237274,0.9380480667544888,0.9652782121568976,0.9998752067572304,0.9603029350651798,0.7952690197156216,0.9638868782680544,0.9998442296121628,0.9616,0.9621,0.9616,0.958,0.9574,0.9574,0.9571,0.3951985022726012,0.395198502272591,0.395198502272577
